Date,ARRIVAL_DELAY,MONTH,DAY,DAY_OF_WEEK,AIR_TIME,DEPARTURE_TIME,DISTANCE,AIRLINE,FLIGHT_NUMBER,DESTINATION_AIRPORT,ORIGIN_AIRPORT
1990-01-06,-1.0,1,1,4,80.0,924.0,547,DL,2438,DCA,ATL
1990-01-03,16.0,1,1,4,173.0,935.0,1299,DL,1530,MSP,LAS
1990-01-06,5.0,1,1,4,174.0,916.0,1416,DL,1552,RSW,MSP
1990-01-07,25.0,1,1,4,194.0,929.0,1517,DL,1745,MSP,SMF
1990-01-06,24.0,1,1,4,61.0,928.0,270,EV,2532,BPT,DFW
1990-01-07,-13.0,1,1,4,48.0,914.0,292,EV,4932,LGA,RIC
1990-01-09,-31.0,1,1,4,76.0,915.0,604,EV,5049,SDF,MSP
1990-01-04,63.0,1,1,4,93.0,1028.0,602,F9,741,PHX,DEN
1990-01-04,65.0,1,1,4,324.0,1010.0,2462,HA,19,HNL,SMF
1990-01-03,-11.0,1,1,4,29.0,917.0,125,MQ,3397,EYW,MIA
1990-01-06,-8.0,1,1,4,93.0,913.0,530,MQ,3527,PNS,MIA
1990-01-05,9.0,1,1,4,55.0,945.0,296,MQ,3555,ORD,CMH
1990-01-04,8.0,1,1,4,42.0,906.0,144,OO,4650,DLH,MSP
1990-01-07,-2.0,1,1,4,124.0,915.0,817,OO,3457,PDX,BUR
1990-01-05,5.0,1,1,4,38.0,917.0,196,OO,4711,FSD,MSP
1990-01-03,7.0,1,1,4,156.0,948.0,1133,B6,1141,PBI,BDL
1990-01-03,6.0,1,1,4,30.0,920.0,110,OO,6338,LAX,PSP
1990-01-05,-18.0,1,1,4,129.0,923.0,1005,UA,195,MCO,ORD
1990-01-09,17.0,1,1,4,94.0,922.0,802,UA,1110,ORD,DFW
1990-01-04,174.0,1,1,4,82.0,1233.0,639,OO,6279,DEN,TUS
1990-01-04,-18.0,1,1,4,124.0,912.0,838,OO,3463,PDX,ONT
1990-01-08,-11.0,1,1,4,88.0,918.0,590,US,1866,PBI,CLT
1990-01-05,-11.0,1,1,4,63.0,925.0,511,US,1842,CLT,MEM
1990-01-06,-4.0,1,1,4,73.0,932.0,575,US,1869,CLT,STL
1990-01-04,21.0,1,1,4,72.0,936.0,468,US,1905,MCO,CLT
1990-01-03,14.0,1,1,4,42.0,918.0,130,US,1924,CLT,RDU
1990-01-10,2.0,1,1,4,88.0,916.0,511,US,1931,MEM,CLT
1990-01-10,-17.0,1,1,4,67.0,917.0,331,US,1988,CLT,DCA
1990-01-03,-1.0,1,1,4,246.0,925.0,1744,VX,231,LAX,ORD
1990-01-05,60.0,1,1,4,73.0,1034.0,425,WN,1973,MSY,ATL
1990-01-07,-9.0,1,1,4,131.0,925.0,925,WN,4292,FLL,BWI
1990-01-04,12.0,1,1,4,341.0,923.0,2295,WN,532,SAN,BWI
1990-01-05,-7.0,1,1,4,156.0,921.0,969,WN,976,MSY,DCA
1990-01-05,-3.0,1,1,4,137.0,923.0,992,WN,614,PHL,FLL
1990-01-03,-11.0,1,1,4,89.0,924.0,696,WN,1425,ATL,HOU
1990-01-03,15.0,1,1,4,199.0,927.0,1747,WN,999,ATL,LAS
1990-01-09,1.0,1,1,4,148.0,919.0,990,WN,1849,MDW,MCO
1990-01-04,-12.0,1,1,4,67.0,920.0,488,WN,1354,TPA,MSY
1990-01-10,5.0,1,1,4,59.0,924.0,345,WN,2018,LAS,RNO
1990-01-03,-5.0,1,1,4,59.0,921.0,342,WN,4875,SNA,SJC
1990-01-10,3.0,1,1,4,67.0,929.0,480,WN,869,SAN,SMF
1990-01-05,-14.0,1,1,4,215.0,928.0,1608,UA,1223,SJC,IAH
1990-01-03,51.0,1,1,4,260.0,920.0,1562,AA,1027,DFW,BOS
1990-01-03,-21.0,1,1,4,210.0,931.0,1389,AA,1131,DFW,LGA
1990-01-06,-5.0,1,1,4,41.0,923.0,224,AA,1383,DFW,IAH
1990-01-09,-8.0,1,1,4,187.0,922.0,1464,AA,1656,DFW,SFO
1990-01-06,10.0,1,1,4,296.0,943.0,2174,AA,1521,LAS,MIA
1990-01-10,35.0,1,1,4,172.0,942.0,1235,AA,2419,LAX,DFW
1990-01-04,-5.0,1,1,4,141.0,919.0,901,B6,49,SAV,BOS
1990-01-09,3.0,1,1,4,175.0,939.0,1197,B6,921,PBI,BOS
1990-01-08,0.0,1,1,4,127.0,922.0,899,B6,1480,DCA,FLL
1990-01-05,-20.0,1,1,4,88.0,916.0,503,DL,539,MSP,IND
1990-01-08,-18.0,1,1,4,120.0,917.0,1124,DL,808,BOS,MSP
1990-01-09,-11.0,1,1,4,122.0,921.0,1045,AA,397,SJU,MIA
1990-01-06,-15.0,1,1,4,138.0,923.0,1039,DL,2340,MSP,MSY
1990-01-05,-32.0,1,1,4,73.0,920.0,419,EV,5377,CLE,LGA
1990-01-08,-16.0,1,1,4,81.0,915.0,475,EV,5969,ORD,TYS
1990-01-07,5.0,1,1,4,60.0,930.0,373,OO,2607,LAX,SMF
1990-01-08,13.0,1,1,4,50.0,939.0,308,OO,4856,LAX,SJC
1990-01-03,-7.0,1,1,4,154.0,922.0,1065,UA,1584,EWR,FLL
1990-01-06,-2.0,1,1,4,97.0,926.0,606,NK,762,ORD,ATL
1990-01-08,32.0,1,1,4,182.0,931.0,1276,NK,345,PHX,MSP
1990-01-03,34.0,1,1,4,20.0,918.0,73,OO,5485,DEN,COS
1990-01-04,3.0,1,1,4,33.0,923.0,191,OO,5251,IAH,SAT
1990-01-05,-12.0,1,1,4,112.0,942.0,925,UA,672,ORD,IAH
1990-01-06,-13.0,1,1,4,166.0,935.0,1195,UA,1041,SLC,IAH
1990-01-08,-9.0,1,1,4,172.0,925.0,1379,UA,1499,IAH,LAX
1990-01-06,6.0,1,1,4,92.0,922.0,500,EV,4940,DTW,CLT
1990-01-10,-13.0,1,1,4,30.0,918.0,147,EV,5234,ATL,MGM
1990-01-04,4.0,1,1,4,38.0,929.0,216,HA,341,HNL,ITO
1990-01-10,5.0,1,1,4,30.0,927.0,163,HA,367,HNL,KOA
1990-01-10,45.0,1,1,4,26.0,1007.0,121,HA,132,ITO,OGG
1990-01-03,9.0,1,1,4,35.0,917.0,109,OO,5320,DEN,PUB
1990-01-05,-1.0,1,1,4,40.0,921.0,212,OO,5168,DEN,GJT
1990-01-05,-19.0,1,1,4,51.0,915.0,258,NK,470,LAS,SAN
1990-01-09,132.0,1,1,4,28.0,1145.0,108,OO,4992,ORD,MSN
1990-01-03,4.0,1,1,4,149.0,925.0,912,US,1978,IAH,CLT
1990-01-10,-10.0,1,1,4,131.0,929.0,1012,UA,632,TPA,ORD
1990-01-08,18.0,1,1,4,302.0,949.0,1990,DL,498,SLC,JFK
1990-01-10,-6.0,1,1,4,88.0,926.0,501,DL,1808,DTW,RDU
1990-01-04,17.0,1,1,4,198.0,930.0,1727,US,1719,CLT,SLC
1990-01-04,-9.0,1,1,4,310.0,928.0,2279,US,1943,SEA,CLT
1990-01-06,-10.0,1,1,4,146.0,927.0,1005,UA,702,ORD,MCO
1990-01-05,-14.0,1,1,4,305.0,925.0,2704,VX,352,BOS,SFO
1990-01-05,-3.0,1,1,4,136.0,930.0,872,WN,1766,PHX,AUS
1990-01-10,-9.0,1,1,4,68.0,924.0,459,WN,1129,TPA,BHM
1990-01-07,-2.0,1,1,4,106.0,930.0,623,WN,1010,DAL,BNA
1990-01-06,-28.0,1,1,4,69.0,923.0,369,WN,235,BWI,BOS
1990-01-04,-5.0,1,1,4,143.0,928.0,879,WN,398,PHX,DAL
1990-01-08,-17.0,1,1,4,121.0,931.0,945,WN,3126,RSW,IND
1990-01-07,-10.0,1,1,4,31.0,930.0,197,WN,792,ONT,LAS
1990-01-09,-8.0,1,1,4,148.0,928.0,937,WN,931,HOU,MDW
1990-01-10,-6.0,1,1,4,123.0,930.0,721,WN,1714,DAL,ATL
1990-01-04,-19.0,1,1,4,111.0,931.0,853,WN,989,DEN,SAN
1990-01-04,-11.0,1,1,4,131.0,927.0,933,WN,346,PDX,SAN
1990-01-10,-17.0,1,1,4,150.0,926.0,1069,WN,330,LAS,SAT
1990-01-07,20.0,1,1,4,62.0,957.0,419,WN,684,OKC,HOU
1990-01-03,43.0,1,1,4,345.0,1009.0,2556,UA,1222,HNL,LAX
1990-01-10,-13.0,1,1,4,254.0,929.0,2218,UA,1537,MCO,LAX
1990-01-05,-10.0,1,1,4,301.0,931.0,2296,US,461,SFO,CLT
1990-01-05,0.0,1,1,4,82.0,924.0,601,US,476,PHX,RNO
1990-01-04,184.0,1,1,4,42.0,1238.0,236,AA,169,LAX,LAS
1990-01-08,-17.0,1,1,4,92.0,925.0,650,AA,148,MIA,CLT
1990-01-10,-16.0,1,1,4,87.0,934.0,733,AA,384,LGA,ORD
1990-01-08,-9.0,1,1,4,123.0,928.0,919,AA,1299,DCA,MIA
1990-01-08,-15.0,1,1,4,129.0,925.0,946,AA,1509,BWI,MIA
1990-01-08,77.0,1,1,4,42.0,1027.0,224,AA,2249,IAH,DFW
1990-01-04,4.0,1,1,4,191.0,930.0,1431,AA,2216,SMF,DFW
1990-01-08,5.0,1,1,4,191.0,1001.0,1514,AA,2224,LAS,ORD
1990-01-04,-1.0,1,1,4,147.0,937.0,1235,AA,2442,DFW,LAX
1990-01-05,1.0,1,1,4,133.0,928.0,1009,AS,644,PHX,PDX
1990-01-10,9.0,1,1,4,256.0,935.0,2182,AS,746,ATL,SEA
1990-01-03,-31.0,1,1,4,144.0,929.0,1076,B6,271,FLL,LGA
1990-01-07,-13.0,1,1,4,357.0,931.0,2475,DL,422,LAX,JFK
1990-01-07,-19.0,1,1,4,172.0,940.0,1620,DL,928,LGA,DEN
1990-01-10,-12.0,1,1,4,197.0,923.0,1416,DL,1226,MSP,RSW
1990-01-09,15.0,1,1,4,119.0,952.0,985,AA,1456,MCO,DFW
1990-01-05,-14.0,1,1,4,82.0,926.0,545,DL,2271,ATL,PBI
1990-01-03,-24.0,1,1,4,122.0,927.0,932,DL,2367,FLL,CVG
1990-01-07,142.0,1,1,4,52.0,1202.0,297,DL,2591,MSP,MKE
1990-01-03,2.0,1,1,4,199.0,938.0,1532,DL,2605,SAN,MSP
1990-01-07,-3.0,1,1,4,178.0,932.0,1487,DL,316,FLL,MSP
1990-01-10,-27.0,1,1,4,176.0,929.0,1501,DL,333,MIA,MSP
1990-01-03,-21.0,1,1,4,69.0,925.0,373,DL,1520,ATL,CVG
1990-01-03,-11.0,1,1,4,133.0,932.0,1123,DL,1635,DTW,DEN
1990-01-10,-12.0,1,1,4,77.0,923.0,405,DL,1744,DTW,DCA
1990-01-05,-19.0,1,1,4,62.0,926.0,404,DL,1818,ATL,MCO
1990-01-10,-7.0,1,1,4,260.0,929.0,1900,DL,1933,LAX,CVG
1990-01-05,-35.0,1,1,4,137.0,924.0,950,B6,199,MCO,LGA
1990-01-07,-5.0,1,1,4,132.0,926.0,748,EV,4187,BNA,EWR
1990-01-03,-9.0,1,1,4,53.0,939.0,388,F9,1309,IAD,CVG
1990-01-07,-15.0,1,1,4,122.0,922.0,895,F9,1109,CLE,MCO
1990-01-07,-20.0,1,1,4,61.0,923.0,475,MQ,3212,TYS,ORD
1990-01-04,26.0,1,1,4,145.0,945.0,990,MQ,3574,CMH,MIA
1990-01-05,5.0,1,1,4,41.0,922.0,190,OO,7414,MSP,RHI
1990-01-06,10.0,1,1,4,19.0,931.0,67,OO,2634,ORD,MKE
1990-01-05,29.0,1,1,4,139.0,1012.0,1119,OO,3466,TUS,PDX
1990-01-05,-22.0,1,1,4,87.0,920.0,566,OO,4471,ATL,SBN
1990-01-09,18.0,1,1,4,38.0,938.0,221,OO,7379,SLC,CDC
1990-01-10,4.0,1,1,4,27.0,931.0,82,AS,65,WRG,KTN
1990-01-03,-8.0,1,1,4,121.0,926.0,802,MQ,3480,ORF,MIA
1990-01-08,-2.0,1,1,4,78.0,931.0,489,MQ,3542,CHS,MIA
1990-01-06,-8.0,1,1,4,244.0,947.0,2288,UA,1705,IAD,LAX
1990-01-05,-8.0,1,1,4,52.0,931.0,368,DL,1683,LAS,SLC
1990-01-07,4.0,1,1,4,104.0,945.0,707,EV,4891,MSN,ATL
1990-01-06,-1.0,1,1,4,26.0,927.0,163,HA,318,KOA,HNL
1990-01-09,-15.0,1,1,4,92.0,930.0,645,DL,1767,FNT,ATL
1990-01-03,85.0,1,1,4,119.0,1102.0,982,NK,936,ACY,RSW
1990-01-04,-8.0,1,1,4,140.0,931.0,948,MQ,3150,CVG,MIA
1990-01-04,24.0,1,1,4,91.0,930.0,589,OO,6399,DEN,DSM
1990-01-05,1.0,1,1,4,57.0,933.0,334,OO,5655,ORD,MSP
1990-01-04,-16.0,1,1,4,27.0,929.0,130,US,2013,RDU,CLT
1990-01-04,-5.0,1,1,4,80.0,929.0,413,UA,791,IAD,BOS
1990-01-07,-4.0,1,1,4,97.0,936.0,591,WN,2351,MDW,ATL
1990-01-03,-7.0,1,1,4,189.0,935.0,1154,WN,4278,DEN,CMH
1990-01-05,-16.0,1,1,4,74.0,930.0,623,WN,725,BNA,DAL
1990-01-06,-22.0,1,1,4,185.0,930.0,1167,WN,2780,MSY,EWR
1990-01-08,-5.0,1,1,4,42.0,933.0,277,WN,20,HOU,HRL
1990-01-07,-22.0,1,1,4,175.0,932.0,1590,WN,320,IND,LAS
1990-01-07,10.0,1,1,4,215.0,1001.0,1910,WN,2158,PIT,LAS
1990-01-04,-2.0,1,1,4,221.0,939.0,2026,WN,521,RDU,LAS
1990-01-10,39.0,1,1,4,43.0,1020.0,258,WN,701,SAN,LAS
1990-01-10,-18.0,1,1,4,56.0,925.0,395,WN,32,BNA,MDW
1990-01-09,-8.0,1,1,4,184.0,932.0,1199,WN,537,DEN,ATL
1990-01-07,-6.0,1,1,4,128.0,936.0,843,WN,267,PHX,SAT
1990-01-04,7.0,1,1,4,133.0,931.0,833,WN,126,PHX,OKC
1990-01-06,14.0,1,1,4,57.0,959.0,337,UA,1239,SFO,LAX
1990-01-06,-7.0,1,1,4,42.0,930.0,226,US,413,ATL,CLT
1990-01-03,3.0,1,1,4,208.0,929.0,1337,US,445,DEN,CLT
1990-01-10,-7.0,1,1,4,118.0,934.0,728,US,529,CLT,BOS
1990-01-03,-5.0,1,1,4,140.0,928.0,1171,AA,36,DFW,SAN
1990-01-06,-12.0,1,1,4,152.0,929.0,964,AA,1179,IAH,MIA
1990-01-06,-9.0,1,1,4,164.0,935.0,1258,AA,1185,BOS,MIA
1990-01-09,-14.0,1,1,4,145.0,938.0,1182,AA,1463,FLL,ORD
1990-01-04,6.0,1,1,4,416.0,931.0,2846,AS,139,ANC,ORD
1990-01-03,9.0,1,1,4,322.0,944.0,2384,AS,835,KOA,SJC
1990-01-08,-11.0,1,1,4,184.0,937.0,1249,B6,665,RSW,BOS
1990-01-09,-20.0,1,1,4,177.0,933.0,1199,DL,1316,DEN,ATL
1990-01-06,11.0,1,1,4,61.0,936.0,406,DL,1472,TPA,ATL
1990-01-03,1.0,1,1,4,52.0,938.0,200,B6,2379,EWR,BOS
1990-01-06,-25.0,1,1,4,98.0,927.0,634,B6,2115,JAX,DCA
1990-01-03,-18.0,1,1,4,314.0,923.0,2409,HA,47,HNL,OAK
1990-01-04,-17.0,1,1,4,639.0,933.0,4983,HA,51,HNL,JFK
1990-01-05,-8.0,1,1,4,56.0,931.0,280,MQ,3375,DFW,XNA
1990-01-09,29.0,1,1,4,30.0,936.0,139,MQ,3458,ORD,MLI
1990-01-07,11.0,1,1,4,191.0,935.0,1514,NK,357,LAS,ORD
1990-01-07,-24.0,1,1,4,106.0,925.0,872,EV,5797,EWR,STL
1990-01-09,-14.0,1,1,4,52.0,934.0,200,UA,751,EWR,BOS
1990-01-03,-6.0,1,1,4,19.0,928.0,100,HA,520,OGG,HNL
1990-01-09,0.0,1,1,4,125.0,933.0,944,B6,584,JFK,MCO
1990-01-05,-16.0,1,1,4,67.0,934.0,516,DL,1233,ORF,ATL
1990-01-06,-19.0,1,1,4,209.0,933.0,1927,DL,2074,DTW,SEA
1990-01-04,-11.0,1,1,4,87.0,928.0,628,F9,770,DEN,LAS
1990-01-06,-6.0,1,1,4,128.0,936.0,937,UA,341,EWR,MCO
1990-01-04,163.0,1,1,4,66.0,1225.0,413,B6,56,BOS,IAD
1990-01-03,-11.0,1,1,4,74.0,931.0,409,EV,5996,ORD,BNA
1990-01-10,-6.0,1,1,4,102.0,929.0,481,OO,4770,DIK,MSP
1990-01-03,-6.0,1,1,4,70.0,932.0,372,OO,5628,SNA,SFO
1990-01-10,-11.0,1,1,4,43.0,927.0,196,OO,5658,DEN,MTJ
1990-01-10,-10.0,1,1,4,154.0,937.0,1222,UA,261,IAH,LAS
1990-01-03,-6.0,1,1,4,37.0,938.0,192,AA,1391,MCO,MIA
1990-01-08,-16.0,1,1,4,195.0,942.0,1674,B6,61,SJU,BOS
1990-01-09,-17.0,1,1,4,35.0,937.0,214,DL,1990,SAV,ATL
1990-01-09,-4.0,1,1,4,92.0,939.0,630,EV,6001,IAD,JAX
1990-01-03,-6.0,1,1,4,66.0,939.0,402,MQ,3662,TLH,MIA
1990-01-03,1.0,1,1,4,213.0,948.0,1437,OO,6200,BOI,ORD
1990-01-05,-25.0,1,1,4,117.0,930.0,902,OO,4652,LAX,BZN
1990-01-06,-28.0,1,1,4,180.0,933.0,1576,US,771,SJU,PHL
1990-01-06,2.0,1,1,4,55.0,941.0,331,US,1722,DCA,CLT
1990-01-09,-15.0,1,1,4,46.0,940.0,328,US,1734,CLT,BNA
1990-01-05,-10.0,1,1,4,104.0,934.0,700,US,1737,RDU,MIA
1990-01-04,1.0,1,1,4,72.0,933.0,430,US,1780,CLE,CLT
1990-01-10,14.0,1,1,4,353.0,936.0,2300,US,1856,PHX,BOS
1990-01-05,5.0,1,1,4,78.0,942.0,507,US,1925,TPA,CLT
1990-01-05,-14.0,1,1,4,54.0,937.0,361,US,1960,BWI,CLT
1990-01-05,2.0,1,1,4,75.0,947.0,427,US,1977,IND,CLT
1990-01-10,-8.0,1,1,4,100.0,936.0,728,US,1982,BOS,CLT
1990-01-09,-17.0,1,1,4,138.0,931.0,1013,US,2051,MIA,PHL
1990-01-10,-14.0,1,1,4,202.0,935.0,1452,UA,427,DEN,IAD
1990-01-05,12.0,1,1,4,117.0,1002.0,696,WN,707,HOU,ATL
1990-01-07,-7.0,1,1,4,140.0,941.0,861,WN,3837,HOU,IND
1990-01-09,-6.0,1,1,4,230.0,939.0,1984,WN,2002,TPA,LAS
1990-01-10,-2.0,1,1,4,129.0,949.0,793,WN,3661,DAL,MDW
1990-01-07,-16.0,1,1,4,153.0,938.0,1107,WN,1908,SEA,PHX
1990-01-07,2.0,1,1,4,129.0,934.0,786,WN,672,SAT,STL
1990-01-09,-10.0,1,1,4,78.0,938.0,488,WN,777,MSY,TPA
1990-01-08,-5.0,1,1,4,127.0,940.0,869,WN,660,STL,TPA
1990-01-09,-6.0,1,1,4,166.0,939.0,1235,WN,2352,LAS,HOU
1990-01-06,-10.0,1,1,4,88.0,935.0,646,WN,345,PHX,OAK
1990-01-08,-8.0,1,1,4,286.0,937.0,2446,UA,1598,MCO,SFO
1990-01-08,-1.0,1,1,4,84.0,940.0,602,US,459,DEN,PHX
1990-01-04,-23.0,1,1,4,145.0,938.0,1276,US,474,MSP,PHX
1990-01-05,-16.0,1,1,4,46.0,930.0,187,AA,84,JFK,BOS
1990-01-07,-14.0,1,1,4,140.0,941.0,1013,AA,1003,PHL,MIA
1990-01-05,32.0,1,1,4,81.0,1000.0,460,AA,1284,DFW,MCI
1990-01-09,-9.0,1,1,4,135.0,936.0,989,AA,1086,SLC,DFW
1990-01-03,23.0,1,1,4,234.0,939.0,1437,AA,1538,TUS,ORD
1990-01-04,11.0,1,1,4,134.0,945.0,1217,AA,1602,BWI,DFW
1990-01-09,-10.0,1,1,4,129.0,931.0,859,AS,587,PDX,SNA
1990-01-06,2.0,1,1,4,126.0,950.0,954,AS,628,LAS,BLI
1990-01-05,-7.0,1,1,4,135.0,935.0,1028,B6,354,JFK,PBI
1990-01-10,-2.0,1,1,4,142.0,941.0,1182,B6,76,JFK,MSY
1990-01-09,-7.0,1,1,4,148.0,937.0,1065,B6,306,EWR,FLL
1990-01-07,-3.0,1,1,4,348.0,944.0,2475,B6,223,LAX,JFK
1990-01-03,-7.0,1,1,4,217.0,951.0,1990,DL,511,JFK,SLC
1990-01-10,-9.0,1,1,4,88.0,938.0,453,DL,877,DTW,PHL
1990-01-08,0.0,1,1,4,147.0,943.0,1156,DL,880,STL,SLC
1990-01-10,-15.0,1,1,4,107.0,939.0,859,DL,1247,BDL,ATL
1990-01-05,-26.0,1,1,4,148.0,944.0,1010,DL,2044,TPA,LGA
1990-01-08,-5.0,1,1,4,168.0,939.0,1481,DL,2348,DTW,SLC
1990-01-10,3.0,1,1,4,224.0,959.0,1969,DL,2646,EWR,SLC
1990-01-07,-4.0,1,1,4,304.0,947.0,2182,DL,129,SEA,ATL
1990-01-09,-6.0,1,1,4,86.0,939.0,534,EV,5685,IAD,ATL
1990-01-09,0.0,1,1,4,152.0,935.0,1062,F9,1105,CLE,FLL
1990-01-10,-4.0,1,1,4,41.0,940.0,224,MQ,3437,TVC,ORD
1990-01-05,13.0,1,1,4,89.0,1006.0,502,NK,475,DTW,LGA
1990-01-09,40.0,1,1,4,55.0,1041.0,347,OO,4649,BZN,SLC
1990-01-06,-4.0,1,1,4,41.0,937.0,209,OO,2586,FAT,LAX
1990-01-04,9.0,1,1,4,117.0,940.0,866,OO,4463,OKC,SLC
1990-01-10,-16.0,1,1,4,78.0,956.0,584,OO,4481,SJC,SLC
1990-01-09,1.0,1,1,4,97.0,932.0,697,OO,4727,SJC,SEA
1990-01-04,50.0,1,1,4,35.0,1022.0,109,OO,6325,SAN,LAX
1990-01-06,-1.0,1,1,4,50.0,937.0,261,OO,6557,PSP,PHX
1990-01-07,-3.0,1,1,4,53.0,932.0,184,OO,7362,CNY,SLC
1990-01-05,-30.0,1,1,4,179.0,930.0,1220,B6,741,SRQ,BOS
1990-01-04,-21.0,1,1,4,114.0,941.0,731,DL,1672,DFW,ATL
1990-01-06,-8.0,1,1,4,108.0,941.0,780,EV,4965,HPN,ATL
1990-01-06,28.0,1,1,4,21.0,1007.0,102,HA,333,LIH,HNL
1990-01-03,-5.0,1,1,4,37.0,939.0,204,AS,55,BRW,SCC
1990-01-10,29.0,1,1,4,172.0,1030.0,1237,B6,2169,FLL,BOS
1990-01-06,-17.0,1,1,4,63.0,951.0,488,EV,4246,EWR,DTW
1990-01-06,3.0,1,1,4,141.0,959.0,1084,NK,605,RSW,DTW
1990-01-10,-11.0,1,1,4,65.0,941.0,387,OO,4447,BIL,SLC
1990-01-10,-29.0,1,1,4,175.0,941.0,1599,DL,571,STT,ATL
1990-01-09,-25.0,1,1,4,218.0,941.0,1572,DL,1344,JAC,ATL
1990-01-09,17.0,1,1,4,157.0,946.0,1185,B6,192,BOS,TPA
1990-01-03,-29.0,1,1,4,228.0,943.0,2133,US,687,EWR,PHX
1990-01-03,7.0,1,1,4,165.0,945.0,1475,US,835,SJU,CLT
1990-01-09,-37.0,1,1,4,184.0,940.0,1605,US,838,STT,PHL
1990-01-05,-12.0,1,1,4,83.0,943.0,678,US,1933,PHL,ORD
1990-01-03,2.0,1,1,4,263.0,947.0,1773,US,1951,PHX,CLT
1990-01-05,-10.0,1,1,4,297.0,942.0,2125,US,2085,LAX,CLT
1990-01-06,-5.0,1,1,4,267.0,941.0,1849,US,2099,PHX,MCO
1990-01-05,-15.0,1,1,4,161.0,941.0,1303,UA,688,IAH,SAN
1990-01-03,-9.0,1,1,4,41.0,947.0,236,VX,783,LAX,LAS
1990-01-05,-4.0,1,1,4,68.0,951.0,432,WN,739,IND,ATL
1990-01-09,2.0,1,1,4,173.0,943.0,967,WN,4380,MCI,BWI
1990-01-06,-26.0,1,1,4,95.0,946.0,793,WN,802,MDW,DAL
1990-01-03,-8.0,1,1,4,179.0,944.0,1123,WN,492,DEN,DTW
1990-01-06,-14.0,1,1,4,82.0,940.0,583,WN,459,LAS,ELP
1990-01-04,-14.0,1,1,4,58.0,943.0,386,WN,303,SJC,LAS
1990-01-03,-5.0,1,1,4,96.0,943.0,616,WN,1251,BNA,MCO
1990-01-09,2.0,1,1,4,95.0,947.0,677,WN,1085,LAX,ABQ
1990-01-08,-9.0,1,1,4,145.0,946.0,1009,WN,1682,PDX,PHX
1990-01-07,-11.0,1,1,4,239.0,950.0,2253,WN,321,IAD,SAN
1990-01-05,-9.0,1,1,4,58.0,942.0,342,WN,805,SJC,SNA
1990-01-07,-15.0,1,1,4,195.0,941.0,1635,UA,1285,IAH,SFO
1990-01-10,-7.0,1,1,4,170.0,947.0,1162,UA,1582,JAC,ORD
1990-01-06,-21.0,1,1,4,191.0,942.0,1773,US,620,CLT,PHX
1990-01-03,-4.0,1,1,4,136.0,933.0,733,AA,325,ORD,LGA
1990-01-05,30.0,1,1,4,34.0,945.0,175,AA,1568,OKC,DFW
1990-01-09,-8.0,1,1,4,150.0,939.0,1096,AA,1084,MIA,LGA
1990-01-07,-7.0,1,1,4,97.0,942.0,813,AA,1584,DFW,TUS
1990-01-09,-21.0,1,1,4,210.0,937.0,1542,AS,131,ANC,PDX
1990-01-09,-29.0,1,1,4,298.0,938.0,2552,AS,172,PHX,ANC
1990-01-09,-6.0,1,1,4,42.0,941.0,224,AS,689,SEA,GEG
1990-01-05,3.0,1,1,4,147.0,1005.0,1065,B6,5,FLL,EWR
1990-01-10,-9.0,1,1,4,65.0,941.0,406,DL,798,ATL,TPA
1990-01-05,1.0,1,1,4,253.0,942.0,2218,DL,1061,MCO,LAX
1990-01-08,-8.0,1,1,4,104.0,945.0,762,DL,1063,LGA,ATL
1990-01-07,-2.0,1,1,4,191.0,948.0,1310,DL,1093,MSP,MCO
1990-01-09,-13.0,1,1,4,210.0,938.0,1547,DL,1232,ATL,SJU
1990-01-07,-21.0,1,1,4,84.0,942.0,646,DL,1355,EYW,ATL
1990-01-04,4.0,1,1,4,141.0,956.0,1175,DL,2242,MSP,GEG
1990-01-03,-5.0,1,1,4,82.0,944.0,626,DL,2486,SAN,SLC
1990-01-09,-5.0,1,1,4,157.0,944.0,946,DL,1601,ATL,BOS
1990-01-10,-12.0,1,1,4,110.0,937.0,563,EV,4126,CLE,BOS
1990-01-03,-19.0,1,1,4,96.0,940.0,748,EV,4528,EWR,BNA
1990-01-07,-2.0,1,1,4,37.0,946.0,173,EV,4756,GRB,ORD
1990-01-06,-17.0,1,1,4,34.0,936.0,160,EV,6122,ATW,ORD
1990-01-08,3.0,1,1,4,150.0,1019.0,1096,F9,1253,MIA,LGA
1990-01-09,-20.0,1,1,4,69.0,943.0,607,MQ,2855,SYR,ORD
1990-01-03,181.0,1,1,4,53.0,1234.0,282,MQ,3200,DFW,LBB
1990-01-07,48.0,1,1,4,93.0,947.0,737,MQ,3376,FSD,DFW
1990-01-09,-19.0,1,1,4,31.0,931.0,118,OO,5298,MKG,ORD
1990-01-10,-23.0,1,1,4,47.0,936.0,229,OO,4796,DTW,CVG
1990-01-07,-29.0,1,1,4,77.0,945.0,588,OO,4632,OAK,SLC
1990-01-08,-16.0,1,1,4,86.0,943.0,601,OO,4769,TUS,SLC
1990-01-05,26.0,1,1,4,29.0,1010.0,140,OO,5235,IAH,AUS
1990-01-07,8.0,1,1,4,161.0,945.0,1235,OO,5614,DFW,LAX
1990-01-10,-5.0,1,1,4,50.0,945.0,209,OO,6330,LAX,FAT
1990-01-07,-1.0,1,1,4,30.0,947.0,160,OO,6561,PHX,YUM
1990-01-04,1.0,1,1,4,36.0,946.0,160,OO,6615,YUM,PHX
